drug,adr,a,b,c,d,prr,prr_signal,ror,ror_signal,ic,ic_signal
metformin,Photopsia,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Photosensitivity reaction,12,46192,2,6486,0.7021967319554162,False,0.7021161443957352,False,-0.03152742755740847,False
metformin,Phrenic nerve paralysis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Physical deconditioning,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Physical examination abnormal,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pigmentation disorder,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Pilonidal cyst,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Pituitary enlargement,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pituitary tumour benign,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Placenta accreta,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Placental insufficiency,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Plasma cell myeloma,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Platelet count decreased,38,46166,1,6487,3.6046098907044692,True,3.606781973942144,True,0.1500098959229457,True
metformin,Platelet count increased,7,46197,1,6487,0.7021967319554161,False,0.7021483846528492,False,-0.002873837334523044,False
metformin,Platelet disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pleocytosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pleural effusion,44,46160,19,6469,0.32048979048221554,False,0.31983472382731487,False,-0.3249793412343869,False
metformin,Pleurisy,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Pleuritic pain,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pneumococcal sepsis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pneumonia,160,46044,25,6463,0.8839417684615237,False,0.8835372175127258,False,-0.019825650135520373,False
metformin,Pneumonia aspiration,28,46176,8,6480,0.47088486731127904,False,0.4705582990074529,False,-0.17014082117639573,False
metformin,Pneumonia bacterial,2,46202,3,6485,0.10031381885077373,False,0.10026513716790217,False,-0.9662375348948117,False
metformin,Pneumonia staphylococcal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pneumonia viral,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Pneumonitis,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Pneumothorax,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Poisoning,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Poisoning deliberate,17,46187,0,6488,4.915377123687913,True,4.916860622462788,True,0.18378964235422843,True
metformin,Pollakiuria,33,46171,54,6434,0.08632510282754656,False,0.08566218069906303,False,-1.196712896403414,False
metformin,Polyarthritis,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Polycystic ovaries,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Polycythaemia,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Polydactyly,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Polydipsia,16,46188,3,6485,0.6620712044151066,False,0.6619504855104625,False,-0.05662705452964948,False
metformin,Polyhydramnios,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Polymenorrhoea,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Polymyalgia rheumatica,6,46198,1,6487,0.6085705010280272,False,0.6085154279900863,False,-0.03032748881462012,False
metformin,Polyneuropathy,12,46192,1,6487,1.1703278865923603,False,1.1703739784597067,False,0.07105119406369291,True
metformin,Polyp,13,46191,0,6488,3.7918623525592468,True,3.7926783066148535,True,0.18208250645243682,True
metformin,Polyuria,35,46169,10,6478,0.47481874256032897,False,0.47441492760372106,False,-0.1707058206483414,False
metformin,Poor peripheral circulation,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Poor personal hygiene,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Poor quality product administered,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Poor quality sleep,11,46193,0,6488,3.230104966994914,True,3.230660157814411,True,0.18078495057853297,True
metformin,Poor venous access,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Portal hypertension,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Portal hypertensive gastropathy,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Positron emission tomogram,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Post infection glomerulonephritis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Post procedural bile leak,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Post procedural complication,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Post procedural infection,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Post thrombotic syndrome,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Post-traumatic stress disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Postictal paralysis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Postmenopausal haemorrhage,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Postpartum haemorrhage,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Postpartum sepsis,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Postprandial hypoglycaemia,4,46200,1,6487,0.42131803917324967,False,0.42126167465720066,False,-0.11824062833986163,False
metformin,Postrenal failure,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Potentiating drug interaction,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pre-eclampsia,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Precancerous condition,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Precancerous lesion of digestive tract,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Precancerous skin lesion,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pregnancy,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Premature baby,81,46123,0,6488,22.891613461746566,True,22.930295836178953,True,0.18832387191467553,True
metformin,Premature delivery,76,46128,0,6488,21.48721999783573,True,21.52119622359279,True,0.1882427121871514,True
metformin,Premature labour,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Premature rupture of membranes,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Premature separation of placenta,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Prerenal failure,5,46199,5,6483,0.14043934639108321,False,0.14033701663437917,False,-0.7529343807897001,False
metformin,Prescribed overdose,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Prescribed underdose,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Prescription drug used without a prescription,18,46186,1,6487,1.732085272156693,False,1.73237850887164,False,0.10843219174084699,True
metformin,Presyncope,13,46191,5,6483,0.34471475932356793,False,0.344523244634737,False,-0.27046456616252096,False
metformin,Preterm premature rupture of membranes,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Priapism,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Primary amyloidosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Primary myelofibrosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Procedural complication,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Procedural pain,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Proctalgia,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Proctitis,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Product administration error,34,46170,6,6482,0.7454088385372878,False,0.7452186002883959,False,-0.044258236172479204,False
metformin,Product administration interrupted,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Product appearance confusion,3,46201,3,6485,0.14043934639108324,False,0.14037423027390886,False,-0.7190184574424995,False
metformin,Product availability issue,6,46198,1,6487,0.6085705010280272,False,0.6085154279900863,False,-0.03032748881462012,False
metformin,Product blister packaging issue,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Product closure removal difficult,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Product coating issue,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product colour issue,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Product communication issue,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product complaint,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product container issue,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product contamination,11,46193,18,6470,0.08730013424310579,False,0.08707291507901983,False,-1.1729444606904498,False
metformin,Product contamination chemical,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Product contamination physical,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product contamination with body fluid,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product design confusion,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product dispensing error,24,46180,9,6479,0.36218568279805674,False,0.3618473051111229,False,-0.264833643239917,False
metformin,Product dosage form issue,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Product dose omission,7,46197,2,6486,0.42131803917324967,False,0.42122409221278206,False,-0.16209385722545852,False
metformin,Product dose omission in error,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Product dose omission issue,43,46161,3,6485,1.7454604480034628,False,1.7461629279811097,False,0.09117418711111026,True
metformin,Product formulation issue,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Product impurity,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product label confusion,2,46202,2,6486,0.14043934639108321,False,0.14039283588550402,False,-0.6807662952310448,False
metformin,Product label issue,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Product measured potency issue,4,46200,1,6487,0.42131803917324967,False,0.42126167465720066,False,-0.11824062833986163,False
metformin,Product monitoring error,15,46189,8,6480,0.2560952787131518,False,0.25584564355407996,False,-0.41513023424183004,False
metformin,Product name confusion,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product odour abnormal,92,46112,1,6487,8.660426360783466,True,8.675792897804284,True,0.1729702540218403,True
metformin,Product packaging confusion,2,46202,3,6485,0.10031381885077373,False,0.10026513716790217,False,-0.9662375348948117,False
metformin,Product packaging issue,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Product physical consistency issue,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product physical issue,8,46196,1,6487,0.795822962882805,False,0.7957853949974565,False,0.01847838841636248,True
metformin,Product preparation error,1,46203,4,6484,0.046813115463694405,False,0.04678217018191263,False,-1.703203129061018,False
metformin,Product prescribing error,42,46162,12,6476,0.47749377772968293,False,0.47701272678039536,False,-0.17108457874349972,False
metformin,Product prescribing issue,9,46195,0,6488,2.6683475814305813,True,2.6686906733339826,True,0.17894306060960852,True
metformin,Product quality control issue,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product quality issue,32,46172,6,6482,0.7021967319554161,False,0.7019871135416103,False,-0.057481111257622924,False
metformin,Product residue present,50,46154,1,6487,4.728124661833135,True,4.732203793779588,True,0.15931164250275648,True
metformin,Product selection error,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product shape issue,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Product size issue,6,46198,1,6487,0.6085705010280272,False,0.6085154279900863,False,-0.03032748881462012,False
metformin,Product solubility abnormal,18,46186,2,6486,1.0392511632940158,False,1.0392668853452849,False,0.036534907773639276,True
metformin,Product storage error,45,46159,1,6487,4.259993507196191,True,4.263206923818499,True,0.15602533146107822,True
metformin,Product substitution error,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product substitution issue,126,46078,14,6474,1.2252122288601397,False,1.2258305073837639,False,0.03741267934686314,True
metformin,Product supply issue,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Product tampering,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Product taste abnormal,47,46157,1,6487,4.447245969050969,True,4.450793478849591,True,0.15742196374819215,True
metformin,Product use complaint,14,46190,0,6488,4.072741045341413,True,4.0737056321104985,True,0.18259737779543883,True
metformin,Product use in unapproved indication,105,46099,7,6481,1.975513472567904,False,1.9777459625375546,False,0.09598408902622897,True
metformin,Product use issue,22,46182,6,6482,0.4861361990460573,False,0.4858858458706886,False,-0.15502047248362305,False
metformin,Productive cough,41,46163,2,6486,2.3312931500919816,True,2.332489954184583,True,0.11933544278286436,True
metformin,Prognathism,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Prolonged expiration,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Prolonged labour,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Prostate cancer,7,46197,2,6486,0.42131803917324967,False,0.42122409221278206,False,-0.16209385722545852,False
metformin,Prostate examination abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Prostatic disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Prostatic specific antigen increased,3,46201,1,6487,0.32769180824586086,False,0.3276408774606885,False,-0.19533946806080307,False
metformin,Protein total decreased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Protein total increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Protein urine,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Protein urine present,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Proteinuria,20,46184,2,6486,1.1516026404068824,False,1.1516699325531292,False,0.05077022953394793,True
metformin,Pruritus,132,46072,34,6454,0.5393685042556096,False,0.5380437731646955,False,-0.1405718652753929,False
metformin,Pruritus genital,1,46203,6,6482,0.032409079936403816,False,0.03237766702655726,False,-2.145804706234556,False
metformin,Pseudohypoglycaemia,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Pseudomembranous colitis,7,46197,1,6487,0.7021967319554161,False,0.7021483846528492,False,-0.002873837334523044,False
metformin,Psoriasis,31,46173,5,6483,0.8043344384216584,False,0.8042009535182026,False,-0.02575091184122103,False
metformin,Psoriatic arthropathy,19,46185,0,6488,5.477134509252245,True,5.479024802156521,True,0.18438104497414554,True
metformin,Psychiatric symptom,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Psychological trauma,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Psychomotor hyperactivity,22,46182,0,6488,6.319770587598745,True,6.322362366697342,True,0.18507132124553888,True
metformin,Psychomotor retardation,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Psychotic disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pterygium,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary alveolar haemorrhage,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pulmonary arterial pressure abnormal,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Pulmonary arterial pressure increased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary congestion,19,46185,3,6485,0.7824477870360351,False,0.7823559342217795,False,-0.02137955622188754,False
metformin,Pulmonary embolism,22,46182,10,6478,0.3009414565523212,False,0.30060087695555676,False,-0.344061851304567,False
metformin,Pulmonary fibrosis,13,46191,1,6487,1.263954117519749,False,1.264031261162768,False,0.07950388483133539,True
metformin,Pulmonary granuloma,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Pulmonary hypertension,17,46187,1,6487,1.6384590412293043,False,1.638700947225981,False,0.10393094861897702,True
metformin,Pulmonary mass,11,46193,1,6487,1.0767016556649713,False,1.0767207507549763,False,0.06119125208560783,True
metformin,Pulmonary oedema,42,46162,8,6480,0.7021967319554161,False,0.7019225561873815,False,-0.06125875341699222,False
metformin,Pulmonary pain,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary tuberculosis,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary valve disease,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pulmonary valve incompetence,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary vascular disorder,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulmonary vasculitis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pulse abnormal,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pulse absent,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pulseless electrical activity,13,46191,0,6488,3.7918623525592468,True,3.7926783066148535,True,0.18208250645243682,True
metformin,Pupil fixed,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Purpura,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Purpura fulminans,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Purulent discharge,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Pustular psoriasis,3,46201,1,6487,0.32769180824586086,False,0.3276408774606885,False,-0.19533946806080307,False
metformin,Pustule,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Pyelocaliectasis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pyelonephritis,9,46195,4,6484,0.2964830646033979,False,0.2963383879382191,False,-0.3248774822674464,False
metformin,Pyelonephritis acute,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Pyelonephritis chronic,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pylorus dilatation,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pyoderma,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Pyoderma gangrenosum,2,46202,1,6487,0.23406557731847205,False,0.2340241328932417,False,-0.3245148059614062,False
metformin,Pyonephrosis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Pyrexia,114,46090,21,6467,0.7479211703153037,False,0.7472949452581031,False,-0.054126417825333416,False
metformin,Pyuria,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Quadriparesis,1,46203,2,6486,0.08426360783464994,False,0.08423387838583657,False,-1.0614804001276124,False
metformin,Quadriplegia,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Quality of life decreased,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Radiculopathy,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Radius fracture,1,46203,6,6482,0.032409079936403816,False,0.03237766702655726,False,-2.145804706234556,False
metformin,Rales,14,46190,1,6487,1.3575803484471378,False,1.3576925991275262,False,0.08683064862959668,True
metformin,Rash,100,46104,45,6443,0.310201193677008,False,0.30869754912961106,False,-0.34495346442634367,False
metformin,Rash erythematous,17,46187,2,6486,0.9830754247375826,False,0.9830690121786197,False,0.02826184305686337,True
metformin,Rash macular,5,46199,1,6487,0.5149442701006385,False,0.5148865247459388,False,-0.06694176086280622,False
metformin,Rash maculo-papular,11,46193,5,6483,0.2936459060904467,False,0.29347005727881825,False,-0.33739187221208716,False
metformin,Rash morbilliform,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Rash pruritic,22,46182,2,6486,1.263954117519749,False,1.2640827153142424,False,0.06258097666306625,True
metformin,Rash pustular,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Rash vesicular,1,46203,1,6487,0.14043934639108324,False,0.14041144069172248,False,-0.5873577625365847,False
metformin,Reaction to excipient,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Recalled product,12,46192,0,6488,3.5109836597770805,True,3.5116631487795638,True,0.18148548580331975,True
metformin,Recalled product administered,98,46106,0,6488,27.666551239043393,True,27.72352054482557,True,0.18853820498129362,True
metformin,Rectal abscess,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Rectal adenocarcinoma,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Rectal haemorrhage,25,46179,1,6487,2.387468888648415,True,2.3882350393572906,True,0.13025378197952786,True
metformin,Rectal tenesmus,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Recurrent cancer,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Red blood cell count decreased,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Red blood cell sedimentation rate increased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Red cell distribution width abnormal,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Red cell distribution width decreased,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Red cell distribution width increased,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Reflux gastritis,3,46201,0,6488,0.9830754247375825,False,0.9830741426144173,False,0.16091202120883544,True
metformin,Regurgitation,7,46197,0,6488,2.1065901958662483,True,2.106769846853185,True,0.1761233886528062,True
metformin,Renal aneurysm,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Renal artery stenosis,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Renal artery thrombosis,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Renal cancer,9,46195,1,6487,0.8894491938101938,False,0.88942645928716,False,0.03556151401658826,True
metformin,Renal cancer metastatic,2,46202,0,6488,0.702196731955416,False,0.7021806179319301,False,0.1496078316296215,False
metformin,Renal cell carcinoma,8,46196,0,6488,2.3874688886484146,True,2.387724178238611,True,0.1776984083072978,True
metformin,Renal colic,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Renal cyst,3,46201,2,6486,0.1966150849475165,False,0.19655422442994275,False,-0.48081070772457,False
metformin,Renal cyst haemorrhage,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Renal cyst infection,4,46200,0,6488,1.2639541175197488,False,1.2639798270581488,False,0.1672306113239052,True
metformin,Renal disorder,33,46171,4,6484,1.0454929120225083,False,1.0455259196690598,False,0.02413808671465129,True
metformin,Renal failure,371,45833,32,6456,1.605329759516536,False,1.6102362145256535,False,0.07010871066053188,True
metformin,Renal function test abnormal,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Renal haematoma,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Renal impairment,182,46022,39,6449,0.6488653345917136,False,0.6474729270424276,False,-0.09030127784754174,False
metformin,Renal infarct,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Renal injury,15,46189,6,6482,0.3348938260095061,False,0.33467063360220894,False,-0.2872058460782016,False
metformin,Renal neoplasm,6,46198,0,6488,1.8257115030840816,False,1.8258276783878264,False,0.17406633864098864,True
metformin,Renal oncocytoma,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
metformin,Renal pain,12,46192,0,6488,3.5109836597770805,True,3.5116631487795638,True,0.18148548580331975,True
metformin,Renal replacement therapy,1,46203,0,6488,0.4213180391732496,False,0.42129925222115205,False,0.12357082672738463,False
metformin,Renal tubular acidosis,3,46201,1,6487,0.32769180824586086,False,0.3276408774606885,False,-0.19533946806080307,False
metformin,Renal tubular disorder,5,46199,0,6488,1.5448328103019153,False,1.5448976720527279,False,0.17126598885512306,True
